Program,Role,District,Sheet,MetricCode,ResponseCount,TotalDistrictRespondents,ResponseRatePct
CLSS,Facilitator,Barwani,Q69,69.6,100.0,107.0,93.46
CLSS,Facilitator,Barwani,Q69,69.7,98.0,107.0,91.59
CLSS,Facilitator,Betul,Q69,69.1,139.0,147.0,94.56
CLSS,Facilitator,Betul,Q69,69.2,139.0,147.0,94.56
CLSS,Facilitator,Betul,Q69,69.3,137.0,147.0,93.2
CLSS,Facilitator,Betul,Q69,69.4,137.0,147.0,93.2
CLSS,Facilitator,Betul,Q69,69.5,133.0,147.0,90.48
CLSS,Facilitator,Betul,Q69,69.6,129.0,147.0,87.76
CLSS,Facilitator,Betul,Q69,69.7,136.0,147.0,92.52
CLSS,Facilitator,Bhind,Q69,69.1,104.0,115.0,90.43
CLSS,Facilitator,Bhind,Q69,69.2,105.0,115.0,91.3
CLSS,Facilitator,Bhind,Q69,69.3,103.0,115.0,89.57
CLSS,Facilitator,Bhind,Q69,69.4,104.0,115.0,90.43
CLSS,Facilitator,Bhind,Q69,69.5,97.0,115.0,84.35
CLSS,Facilitator,Bhind,Q69,69.6,102.0,115.0,88.7
CLSS,Facilitator,Bhind,Q69,69.7,102.0,115.0,88.7
CLSS,Facilitator,Bhopal,Q69,69.1,56.0,61.0,91.8
CLSS,Facilitator,Bhopal,Q69,69.2,54.0,61.0,88.52
CLSS,Facilitator,Bhopal,Q69,69.3,57.0,61.0,93.44
CLSS,Facilitator,Bhopal,Q69,69.4,53.0,61.0,86.89
CLSS,Facilitator,Bhopal,Q69,69.5,57.0,61.0,93.44
CLSS,Facilitator,Bhopal,Q69,69.6,58.0,61.0,95.08
CLSS,Facilitator,Bhopal,Q69,69.7,56.0,61.0,91.8
CLSS,Facilitator,Burhanpur,Q69,69.1,28.0,32.0,87.5
CLSS,Facilitator,Burhanpur,Q69,69.2,26.0,32.0,81.25
CLSS,Facilitator,Burhanpur,Q69,69.3,28.0,32.0,87.5
CLSS,Facilitator,Burhanpur,Q69,69.4,26.0,32.0,81.25
CLSS,Facilitator,Burhanpur,Q69,69.5,26.0,32.0,81.25
CLSS,Facilitator,Burhanpur,Q69,69.6,27.0,32.0,84.38
CLSS,Facilitator,Burhanpur,Q69,69.7,25.0,32.0,78.12
CLSS,Facilitator,Chhatarpur,Q69,69.1,110.0,114.0,96.49
CLSS,Facilitator,Chhatarpur,Q69,69.2,106.0,114.0,92.98
CLSS,Facilitator,Chhatarpur,Q69,69.3,111.0,114.0,97.37
CLSS,Facilitator,Chhatarpur,Q69,69.4,111.0,114.0,97.37
CLSS,Facilitator,Chhatarpur,Q69,69.5,110.0,114.0,96.49
CLSS,Facilitator,Chhatarpur,Q69,69.6,110.0,114.0,96.49
CLSS,Facilitator,Chhatarpur,Q69,69.7,109.0,114.0,95.61
CLSS,Facilitator,Chhindwara,Q69,69.1,157.0,163.0,96.32
CLSS,Facilitator,Chhindwara,Q69,69.2,155.0,163.0,95.09
CLSS,Facilitator,Chhindwara,Q69,69.3,156.0,163.0,95.71
CLSS,Facilitator,Chhindwara,Q69,69.4,159.0,163.0,97.55
CLSS,Facilitator,Chhindwara,Q69,69.5,159.0,163.0,97.55
CLSS,Facilitator,Chhindwara,Q69,69.6,159.0,163.0,97.55
CLSS,Facilitator,Chhindwara,Q69,69.7,159.0,163.0,97.55
CLSS,Facilitator,Damoh,Q69,69.1,66.0,75.0,88.0
CLSS,Facilitator,Damoh,Q69,69.2,64.0,75.0,85.33
CLSS,Facilitator,Damoh,Q69,69.3,70.0,75.0,93.33
CLSS,Facilitator,Damoh,Q69,69.4,70.0,75.0,93.33
CLSS,Facilitator,Damoh,Q69,69.5,68.0,75.0,90.67
CLSS,Facilitator,Damoh,Q69,69.6,67.0,75.0,89.33
CLSS,Facilitator,Damoh,Q69,69.7,68.0,75.0,90.67
CLSS,Facilitator,Datia,Q69,69.1,48.0,55.0,87.27
CLSS,Facilitator,Datia,Q69,69.2,45.0,55.0,81.82
CLSS,Facilitator,Datia,Q69,69.3,51.0,55.0,92.73
CLSS,Facilitator,Datia,Q69,69.4,48.0,55.0,87.27
CLSS,Facilitator,Datia,Q69,69.5,47.0,55.0,85.45
CLSS,Facilitator,Datia,Q69,69.6,45.0,55.0,81.82
CLSS,Facilitator,Datia,Q69,69.7,48.0,55.0,87.27
CLSS,Facilitator,Dhar,Q69,69.1,149.0,158.0,94.3
CLSS,Facilitator,Dhar,Q69,69.2,139.0,158.0,87.97
CLSS,Facilitator,Dhar,Q69,69.3,145.0,158.0,91.77
CLSS,Facilitator,Dhar,Q69,69.4,145.0,158.0,91.77
CLSS,Facilitator,Dhar,Q69,69.5,140.0,158.0,88.61
CLSS,Facilitator,Dhar,Q69,69.6,145.0,158.0,91.77
CLSS,Facilitator,Dhar,Q69,69.7,146.0,158.0,92.41
CLSS,Facilitator,Dindori,Q69,69.1,54.0,58.0,93.1
CLSS,Facilitator,Dindori,Q69,69.2,56.0,58.0,96.55
CLSS,Facilitator,Dindori,Q69,69.3,54.0,58.0,93.1
CLSS,Facilitator,Dindori,Q69,69.4,54.0,58.0,93.1
CLSS,Facilitator,Dindori,Q69,69.5,50.0,58.0,86.21
CLSS,Facilitator,Dindori,Q69,69.6,53.0,58.0,91.38
CLSS,Facilitator,Dindori,Q69,69.7,50.0,58.0,86.21
CLSS,Facilitator,Guna,Q69,69.1,60.0,67.0,89.55
CLSS,Facilitator,Guna,Q69,69.2,57.0,67.0,85.07
CLSS,Facilitator,Guna,Q69,69.3,61.0,67.0,91.04
CLSS,Facilitator,Guna,Q69,69.4,62.0,67.0,92.54
CLSS,Facilitator,Guna,Q69,69.5,63.0,67.0,94.03
CLSS,Facilitator,Guna,Q69,69.6,60.0,67.0,89.55
CLSS,Facilitator,Guna,Q69,69.7,61.0,67.0,91.04
CLSS,Facilitator,Gwalior,Q69,69.1,77.0,81.0,95.06
CLSS,Facilitator,Gwalior,Q69,69.2,73.0,81.0,90.12
CLSS,Facilitator,Gwalior,Q69,69.3,77.0,81.0,95.06
CLSS,Facilitator,Gwalior,Q69,69.4,77.0,81.0,95.06
CLSS,Facilitator,Gwalior,Q69,69.5,70.0,81.0,86.42
CLSS,Facilitator,Gwalior,Q69,69.6,73.0,81.0,90.12
CLSS,Facilitator,Gwalior,Q69,69.7,73.0,81.0,90.12
CLSS,Facilitator,Harda,Q69,69.1,38.0,41.0,92.68
CLSS,Facilitator,Harda,Q69,69.2,38.0,41.0,92.68
CLSS,Facilitator,Harda,Q69,69.3,39.0,41.0,95.12
CLSS,Facilitator,Harda,Q69,69.4,38.0,41.0,92.68
CLSS,Facilitator,Harda,Q69,69.5,37.0,41.0,90.24
CLSS,Facilitator,Harda,Q69,69.6,38.0,41.0,92.68
CLSS,Facilitator,Harda,Q69,69.7,39.0,41.0,95.12
CLSS,Facilitator,Indore,Q69,69.1,88.0,92.0,95.65
CLSS,Facilitator,Indore,Q69,69.2,86.0,92.0,93.48
CLSS,Facilitator,Indore,Q69,69.3,86.0,92.0,93.48
CLSS,Facilitator,Indore,Q69,69.4,85.0,92.0,92.39
CLSS,Facilitator,Indore,Q69,69.5,83.0,92.0,90.22
CLSS,Facilitator,Indore,Q69,69.6,87.0,92.0,94.57
CLSS,Facilitator,Indore,Q69,69.7,87.0,92.0,94.57
CLSS,Facilitator,Jabalpur,Q69,69.1,87.0,103.0,84.47
CLSS,Facilitator,Jabalpur,Q69,69.2,80.0,103.0,77.67
CLSS,Facilitator,Jabalpur,Q69,69.3,86.0,103.0,83.5
CLSS,Facilitator,Jabalpur,Q69,69.4,91.0,103.0,88.35
CLSS,Facilitator,Jabalpur,Q69,69.5,86.0,103.0,83.5
CLSS,Facilitator,Jabalpur,Q69,69.6,90.0,103.0,87.38
CLSS,Facilitator,Jabalpur,Q69,69.7,85.0,103.0,82.52
CLSS,Facilitator,Jhabua,Q69,69.1,110.0,117.0,94.02
CLSS,Facilitator,Jhabua,Q69,69.2,112.0,117.0,95.73
CLSS,Facilitator,Jhabua,Q69,69.3,111.0,117.0,94.87
CLSS,Facilitator,Jhabua,Q69,69.4,111.0,117.0,94.87
CLSS,Facilitator,Jhabua,Q69,69.5,108.0,117.0,92.31
CLSS,Facilitator,Jhabua,Q69,69.6,110.0,117.0,94.02
CLSS,Facilitator,Jhabua,Q69,69.7,110.0,117.0,94.02
CLSS,Facilitator,Katni,Q69,69.1,75.0,80.0,93.75
CLSS,Facilitator,Katni,Q69,69.2,72.0,80.0,90.0
CLSS,Facilitator,Katni,Q69,69.3,74.0,80.0,92.5
CLSS,Facilitator,Katni,Q69,69.4,77.0,80.0,96.25
CLSS,Facilitator,Katni,Q69,69.5,74.0,80.0,92.5
CLSS,Facilitator,Katni,Q69,69.6,72.0,80.0,90.0
CLSS,Facilitator,Katni,Q69,69.7,76.0,80.0,95.0
CLSS,Facilitator,Khandwa,Q69,69.1,77.0,83.0,92.77
CLSS,Facilitator,Khandwa,Q69,69.2,79.0,83.0,95.18
CLSS,Facilitator,Khandwa,Q69,69.3,79.0,83.0,95.18
CLSS,Facilitator,Khandwa,Q69,69.4,78.0,83.0,93.98
CLSS,Facilitator,Khandwa,Q69,69.5,74.0,83.0,89.16
CLSS,Facilitator,Khandwa,Q69,69.6,76.0,83.0,91.57
CLSS,Facilitator,Khandwa,Q69,69.7,79.0,83.0,95.18
CLSS,Facilitator,Khargone,Q69,69.1,103.0,111.0,92.79
CLSS,Facilitator,Khargone,Q69,69.2,101.0,111.0,90.99
CLSS,Facilitator,Khargone,Q69,69.3,103.0,111.0,92.79
CLSS,Facilitator,Khargone,Q69,69.4,105.0,111.0,94.59
CLSS,Facilitator,Khargone,Q69,69.5,104.0,111.0,93.69
CLSS,Facilitator,Khargone,Q69,69.6,104.0,111.0,93.69
CLSS,Facilitator,Khargone,Q69,69.7,102.0,111.0,91.89
CLSS,Facilitator,Mandla,Q69,69.1,102.0,112.0,91.07
CLSS,Facilitator,Mandla,Q69,69.2,103.0,112.0,91.96
CLSS,Facilitator,Mandla,Q69,69.3,103.0,112.0,91.96
CLSS,Facilitator,Mandla,Q69,69.4,103.0,112.0,91.96
CLSS,Facilitator,Mandla,Q69,69.5,103.0,112.0,91.96
CLSS,Facilitator,Mandla,Q69,69.6,105.0,112.0,93.75
CLSS,Facilitator,Mandla,Q69,69.7,100.0,112.0,89.29
CLSS,Facilitator,Mandsaur,Q69,69.1,90.0,95.0,94.74
CLSS,Facilitator,Mandsaur,Q69,69.2,87.0,95.0,91.58
CLSS,Facilitator,Mandsaur,Q69,69.3,92.0,95.0,96.84
CLSS,Facilitator,Mandsaur,Q69,69.4,90.0,95.0,94.74
CLSS,Facilitator,Mandsaur,Q69,69.5,91.0,95.0,95.79
CLSS,Facilitator,Mandsaur,Q69,69.6,90.0,95.0,94.74
CLSS,Facilitator,Mandsaur,Q69,69.7,89.0,95.0,93.68
CLSS,Facilitator,Morena,Q69,69.1,107.0,115.0,93.04
CLSS,Facilitator,Morena,Q69,69.2,105.0,115.0,91.3
CLSS,Facilitator,Morena,Q69,69.3,108.0,115.0,93.91
CLSS,Facilitator,Morena,Q69,69.4,108.0,115.0,93.91
CLSS,Facilitator,Morena,Q69,69.5,103.0,115.0,89.57
CLSS,Facilitator,Morena,Q69,69.6,108.0,115.0,93.91
CLSS,Facilitator,Morena,Q69,69.7,105.0,115.0,91.3
CLSS,Facilitator,Narmadapuram,Q69,69.1,80.0,85.0,94.12
CLSS,Facilitator,Narmadapuram,Q69,69.2,80.0,85.0,94.12
CLSS,Facilitator,Narmadapuram,Q69,69.3,82.0,85.0,96.47
CLSS,Facilitator,Narmadapuram,Q69,69.4,81.0,85.0,95.29
CLSS,Facilitator,Narmadapuram,Q69,69.5,79.0,85.0,92.94
CLSS,Facilitator,Narmadapuram,Q69,69.6,79.0,85.0,92.94
CLSS,Facilitator,Narmadapuram,Q69,69.7,82.0,85.0,96.47
CLSS,Facilitator,Narsinghpur,Q69,69.1,79.0,87.0,90.8
CLSS,Facilitator,Narsinghpur,Q69,69.2,75.0,87.0,86.21
CLSS,Facilitator,Narsinghpur,Q69,69.3,79.0,87.0,90.8
CLSS,Facilitator,Narsinghpur,Q69,69.4,80.0,87.0,91.95
CLSS,Facilitator,Narsinghpur,Q69,69.5,78.0,87.0,89.66
CLSS,Facilitator,Narsinghpur,Q69,69.6,79.0,87.0,90.8
CLSS,Facilitator,Narsinghpur,Q69,69.7,78.0,87.0,89.66
CLSS,Facilitator,Neemuch,Q69,69.1,51.0,55.0,92.73
CLSS,Facilitator,Neemuch,Q69,69.2,49.0,55.0,89.09
CLSS,Facilitator,Neemuch,Q69,69.3,51.0,55.0,92.73
CLSS,Facilitator,Neemuch,Q69,69.4,51.0,55.0,92.73
CLSS,Facilitator,Neemuch,Q69,69.5,52.0,55.0,94.55
CLSS,Facilitator,Neemuch,Q69,69.6,51.0,55.0,92.73
CLSS,Facilitator,Neemuch,Q69,69.7,54.0,55.0,98.18
CLSS,Facilitator,Niwari,Q69,69.1,32.0,37.0,86.49
CLSS,Facilitator,Niwari,Q69,69.2,32.0,37.0,86.49
CLSS,Facilitator,Niwari,Q69,69.3,33.0,37.0,89.19
CLSS,Facilitator,Niwari,Q69,69.4,31.0,37.0,83.78
CLSS,Facilitator,Niwari,Q69,69.5,28.0,37.0,75.68
CLSS,Facilitator,Niwari,Q69,69.6,29.0,37.0,78.38
CLSS,Facilitator,Niwari,Q69,69.7,28.0,37.0,75.68
CLSS,Facilitator,Panna,Q69,69.1,114.0,127.0,89.76
CLSS,Facilitator,Panna,Q69,69.2,116.0,127.0,91.34
CLSS,Facilitator,Panna,Q69,69.3,117.0,127.0,92.13
CLSS,Facilitator,Panna,Q69,69.4,120.0,127.0,94.49
CLSS,Facilitator,Panna,Q69,69.5,113.0,127.0,88.98
CLSS,Facilitator,Panna,Q69,69.6,116.0,127.0,91.34
CLSS,Facilitator,Panna,Q69,69.7,113.0,127.0,88.98
CLSS,Facilitator,Raisen,Q69,69.1,107.0,114.0,93.86
CLSS,Facilitator,Raisen,Q69,69.2,107.0,114.0,93.86
CLSS,Facilitator,Raisen,Q69,69.3,108.0,114.0,94.74
CLSS,Facilitator,Raisen,Q69,69.4,112.0,114.0,98.25
CLSS,Facilitator,Raisen,Q69,69.5,100.0,114.0,87.72
CLSS,Facilitator,Raisen,Q69,69.6,104.0,114.0,91.23
CLSS,Facilitator,Raisen,Q69,69.7,105.0,114.0,92.11
CLSS,Facilitator,Rajgarh,Q69,69.1,107.0,115.0,93.04
CLSS,Facilitator,Rajgarh,Q69,69.2,104.0,115.0,90.43
CLSS,Facilitator,Rajgarh,Q69,69.3,109.0,115.0,94.78
CLSS,Facilitator,Rajgarh,Q69,69.4,108.0,115.0,93.91
CLSS,Facilitator,Rajgarh,Q69,69.5,105.0,115.0,91.3
CLSS,Facilitator,Rajgarh,Q69,69.6,106.0,115.0,92.17
CLSS,Facilitator,Rajgarh,Q69,69.7,105.0,115.0,91.3
CLSS,Facilitator,Ratlam,Q69,69.1,110.0,125.0,88.0
CLSS,Facilitator,Ratlam,Q69,69.2,106.0,125.0,84.8
CLSS,Facilitator,Ratlam,Q69,69.3,114.0,125.0,91.2
CLSS,Facilitator,Ratlam,Q69,69.4,111.0,125.0,88.8
CLSS,Facilitator,Ratlam,Q69,69.5,110.0,125.0,88.0
CLSS,Facilitator,Ratlam,Q69,69.6,113.0,125.0,90.4
CLSS,Facilitator,Ratlam,Q69,69.7,114.0,125.0,91.2
CLSS,Facilitator,Rewa,Q69,69.1,124.0,132.0,93.94
CLSS,Facilitator,Rewa,Q69,69.2,117.0,132.0,88.64
CLSS,Facilitator,Rewa,Q69,69.3,123.0,132.0,93.18
CLSS,Facilitator,Rewa,Q69,69.4,123.0,132.0,93.18
CLSS,Facilitator,Rewa,Q69,69.5,116.0,132.0,87.88
CLSS,Facilitator,Rewa,Q69,69.6,123.0,132.0,93.18
CLSS,Facilitator,Rewa,Q69,69.7,121.0,132.0,91.67
CLSS,Facilitator,Sagar,Q69,69.1,110.0,123.0,89.43
CLSS,Facilitator,Sagar,Q69,69.2,104.0,123.0,84.55
CLSS,Facilitator,Sagar,Q69,69.3,112.0,123.0,91.06
CLSS,Facilitator,Sagar,Q69,69.4,111.0,123.0,90.24
CLSS,Facilitator,Sagar,Q69,69.5,105.0,123.0,85.37
CLSS,Facilitator,Sagar,Q69,69.6,103.0,123.0,83.74
CLSS,Facilitator,Sagar,Q69,69.7,108.0,123.0,87.8
CLSS,Facilitator,Satna,Q69,69.1,202.0,211.0,95.73
CLSS,Facilitator,Satna,Q69,69.2,196.0,211.0,92.89
CLSS,Facilitator,Satna,Q69,69.3,197.0,211.0,93.36
CLSS,Facilitator,Satna,Q69,69.4,202.0,211.0,95.73
CLSS,Facilitator,Satna,Q69,69.5,196.0,211.0,92.89
CLSS,Facilitator,Satna,Q69,69.6,197.0,211.0,93.36
CLSS,Facilitator,Satna,Q69,69.7,195.0,211.0,92.42
CLSS,Facilitator,Seoni,Q69,69.1,109.0,116.0,93.97
CLSS,Facilitator,Seoni,Q69,69.2,106.0,116.0,91.38
CLSS,Facilitator,Seoni,Q69,69.3,111.0,116.0,95.69
CLSS,Facilitator,Seoni,Q69,69.4,109.0,116.0,93.97
CLSS,Facilitator,Seoni,Q69,69.5,107.0,116.0,92.24
CLSS,Facilitator,Seoni,Q69,69.6,107.0,116.0,92.24
CLSS,Facilitator,Seoni,Q69,69.7,105.0,116.0,90.52
CLSS,Facilitator,Shahdol,Q69,69.1,91.0,96.0,94.79
CLSS,Facilitator,Shahdol,Q69,69.2,81.0,96.0,84.38
CLSS,Facilitator,Shahdol,Q69,69.3,89.0,96.0,92.71
CLSS,Facilitator,Shahdol,Q69,69.4,93.0,96.0,96.88
CLSS,Facilitator,Shahdol,Q69,69.5,82.0,96.0,85.42
CLSS,Facilitator,Shahdol,Q69,69.6,89.0,96.0,92.71
CLSS,Facilitator,Shahdol,Q69,69.7,88.0,96.0,91.67
CLSS,Facilitator,Shajapur,Q69,69.1,68.0,71.0,95.77
CLSS,Facilitator,Shajapur,Q69,69.2,68.0,71.0,95.77
CLSS,Facilitator,Shajapur,Q69,69.3,67.0,71.0,94.37
CLSS,Facilitator,Shajapur,Q69,69.4,67.0,71.0,94.37
CLSS,Facilitator,Shajapur,Q69,69.5,66.0,71.0,92.96
CLSS,Facilitator,Shajapur,Q69,69.6,67.0,71.0,94.37
CLSS,Facilitator,Shajapur,Q69,69.7,66.0,71.0,92.96
CLSS,Facilitator,Sheopur,Q69,69.1,50.0,55.0,90.91
CLSS,Facilitator,Sheopur,Q69,69.2,49.0,55.0,89.09
CLSS,Facilitator,Sheopur,Q69,69.3,52.0,55.0,94.55
CLSS,Facilitator,Sheopur,Q69,69.4,51.0,55.0,92.73
CLSS,Facilitator,Sheopur,Q69,69.5,53.0,55.0,96.36
CLSS,Facilitator,Sheopur,Q69,69.6,54.0,55.0,98.18
CLSS,Facilitator,Sheopur,Q69,69.7,52.0,55.0,94.55
CLSS,Facilitator,Shivpuri,Q69,69.1,89.0,106.0,83.96
CLSS,Facilitator,Shivpuri,Q69,69.2,87.0,106.0,82.08
CLSS,Facilitator,Shivpuri,Q69,69.3,89.0,106.0,83.96
CLSS,Facilitator,Shivpuri,Q69,69.4,87.0,106.0,82.08
CLSS,Facilitator,Shivpuri,Q69,69.5,88.0,106.0,83.02
CLSS,Facilitator,Shivpuri,Q69,69.6,92.0,106.0,86.79
CLSS,Facilitator,Shivpuri,Q69,69.7,90.0,106.0,84.91
CLSS,Facilitator,Sidhi,Q69,69.1,98.0,103.0,95.15
CLSS,Facilitator,Sidhi,Q69,69.2,92.0,103.0,89.32
CLSS,Facilitator,Sidhi,Q69,69.3,97.0,103.0,94.17
CLSS,Facilitator,Sidhi,Q69,69.4,99.0,103.0,96.12
CLSS,Facilitator,Sidhi,Q69,69.5,96.0,103.0,93.2
CLSS,Facilitator,Sidhi,Q69,69.6,93.0,103.0,90.29
CLSS,Facilitator,Sidhi,Q69,69.7,96.0,103.0,93.2
CLSS,Facilitator,Singrauli,Q69,69.1,56.0,65.0,86.15
CLSS,Facilitator,Singrauli,Q69,69.2,55.0,65.0,84.62
CLSS,Facilitator,Singrauli,Q69,69.3,61.0,65.0,93.85
CLSS,Facilitator,Singrauli,Q69,69.4,58.0,65.0,89.23
CLSS,Facilitator,Singrauli,Q69,69.5,57.0,65.0,87.69
CLSS,Facilitator,Singrauli,Q69,69.6,57.0,65.0,87.69
CLSS,Facilitator,Singrauli,Q69,69.7,51.0,65.0,78.46
CLSS,Facilitator,Tikamgarh,Q69,69.1,57.0,64.0,89.06
CLSS,Facilitator,Tikamgarh,Q69,69.2,58.0,64.0,90.62
CLSS,Facilitator,Tikamgarh,Q69,69.3,58.0,64.0,90.62
CLSS,Facilitator,Tikamgarh,Q69,69.4,59.0,64.0,92.19
CLSS,Facilitator,Tikamgarh,Q69,69.5,50.0,64.0,78.12
CLSS,Facilitator,Tikamgarh,Q69,69.6,56.0,64.0,87.5
CLSS,Facilitator,Tikamgarh,Q69,69.7,58.0,64.0,90.62
CLSS,Facilitator,Ujjain,Q69,69.1,97.0,104.0,93.27
CLSS,Facilitator,Ujjain,Q69,69.2,85.0,104.0,81.73
CLSS,Facilitator,Ujjain,Q69,69.3,92.0,104.0,88.46
CLSS,Facilitator,Ujjain,Q69,69.4,98.0,104.0,94.23
CLSS,Facilitator,Ujjain,Q69,69.5,90.0,104.0,86.54
CLSS,Facilitator,Ujjain,Q69,69.6,95.0,104.0,91.35
CLSS,Facilitator,Ujjain,Q69,69.7,96.0,104.0,92.31
CLSS,Facilitator,Umaria,Q69,69.1,69.0,73.0,94.52
CLSS,Facilitator,Umaria,Q69,69.2,67.0,73.0,91.78
CLSS,Facilitator,Umaria,Q69,69.3,70.0,73.0,95.89
CLSS,Facilitator,Umaria,Q69,69.4,70.0,73.0,95.89
CLSS,Facilitator,Umaria,Q69,69.5,68.0,73.0,93.15
CLSS,Facilitator,Umaria,Q69,69.6,71.0,73.0,97.26
CLSS,Facilitator,Umaria,Q69,69.7,68.0,73.0,93.15
CLSS,Facilitator,Vidisha,Q69,69.1,119.0,122.0,97.54
CLSS,Facilitator,Vidisha,Q69,69.2,115.0,122.0,94.26
CLSS,Facilitator,Vidisha,Q69,69.3,120.0,122.0,98.36
CLSS,Facilitator,Vidisha,Q69,69.4,120.0,122.0,98.36
CLSS,Facilitator,Vidisha,Q69,69.5,120.0,122.0,98.36
CLSS,Facilitator,Vidisha,Q69,69.6,120.0,122.0,98.36
CLSS,Facilitator,Vidisha,Q69,69.7,117.0,122.0,95.9
CLSS,Facilitator,Total,Q69,69.1,4450.0,4814.0,92.44
CLSS,Facilitator,Total,Q69,69.2,4312.0,4814.0,89.57
CLSS,Facilitator,Total,Q69,69.3,4474.0,4814.0,92.94
CLSS,Facilitator,Total,Q69,69.4,4483.0,4814.0,93.12
CLSS,Facilitator,Total,Q69,69.5,4334.0,4814.0,90.03
CLSS,Facilitator,Total,Q69,69.6,4408.0,4814.0,91.57
CLSS,Facilitator,Total,Q69,69.7,4394.0,4814.0,91.28
CLSS,Facilitator,Agar Malwa,Q70,70.1,47.0,49.0,95.92
CLSS,Facilitator,Agar Malwa,Q70,70.2,2.0,49.0,4.08
CLSS,Facilitator,Alirajpur,Q70,70.1,90.0,95.0,94.74
CLSS,Facilitator,Alirajpur,Q70,70.2,5.0,95.0,5.26
CLSS,Facilitator,Anuppur,Q70,70.1,78.0,82.0,95.12
CLSS,Facilitator,Anuppur,Q70,70.2,4.0,82.0,4.88
CLSS,Facilitator,Ashoknagar,Q70,70.1,72.0,74.0,97.3
CLSS,Facilitator,Ashoknagar,Q70,70.2,2.0,74.0,2.7
CLSS,Facilitator,Balaghat,Q70,70.1,134.0,146.0,91.78
CLSS,Facilitator,Balaghat,Q70,70.2,12.0,146.0,8.22
CLSS,Facilitator,Barwani,Q70,70.1,103.0,107.0,96.26
CLSS,Facilitator,Barwani,Q70,70.2,4.0,107.0,3.74
CLSS,Facilitator,Betul,Q70,70.1,133.0,147.0,90.48
CLSS,Facilitator,Betul,Q70,70.2,14.0,147.0,9.52
CLSS,Facilitator,Bhind,Q70,70.1,105.0,115.0,91.3
CLSS,Facilitator,Bhind,Q70,70.2,10.0,115.0,8.7
CLSS,Facilitator,Bhopal,Q70,70.1,55.0,61.0,90.16
CLSS,Facilitator,Bhopal,Q70,70.2,6.0,61.0,9.84
CLSS,Facilitator,Burhanpur,Q70,70.1,29.0,32.0,90.62
CLSS,Facilitator,Burhanpur,Q70,70.2,3.0,32.0,9.38
CLSS,Facilitator,Chhatarpur,Q70,70.1,102.0,114.0,89.47
CLSS,Facilitator,Chhatarpur,Q70,70.2,12.0,114.0,10.53
CLSS,Facilitator,Chhindwara,Q70,70.1,155.0,163.0,95.09
CLSS,Facilitator,Chhindwara,Q70,70.2,8.0,163.0,4.91
CLSS,Facilitator,Damoh,Q70,70.1,62.0,75.0,82.67
CLSS,Facilitator,Damoh,Q70,70.2,13.0,75.0,17.33
CLSS,Facilitator,Datia,Q70,70.1,52.0,55.0,94.55
CLSS,Facilitator,Datia,Q70,70.2,3.0,55.0,5.45
CLSS,Facilitator,Dhar,Q70,70.1,146.0,158.0,92.41
CLSS,Facilitator,Dhar,Q70,70.2,12.0,158.0,7.59
CLSS,Facilitator,Dindori,Q70,70.1,54.0,58.0,93.1
CLSS,Facilitator,Dindori,Q70,70.2,4.0,58.0,6.9
CLSS,Facilitator,Guna,Q70,70.1,61.0,67.0,91.04
CLSS,Facilitator,Guna,Q70,70.2,6.0,67.0,8.96
CLSS,Facilitator,Gwalior,Q70,70.1,76.0,81.0,93.83
CLSS,Facilitator,Gwalior,Q70,70.2,5.0,81.0,6.17
CLSS,Facilitator,Harda,Q70,70.1,36.0,41.0,87.8
CLSS,Facilitator,Harda,Q70,70.2,5.0,41.0,12.2
CLSS,Facilitator,Indore,Q70,70.1,82.0,92.0,89.13
CLSS,Facilitator,Indore,Q70,70.2,10.0,92.0,10.87
CLSS,Facilitator,Jabalpur,Q70,70.1,92.0,103.0,89.32
CLSS,Facilitator,Jabalpur,Q70,70.2,11.0,103.0,10.68
CLSS,Facilitator,Jhabua,Q70,70.1,111.0,117.0,94.87
CLSS,Facilitator,Jhabua,Q70,70.2,6.0,117.0,5.13
CLSS,Facilitator,Katni,Q70,70.1,75.0,80.0,93.75
CLSS,Facilitator,Katni,Q70,70.2,5.0,80.0,6.25
CLSS,Facilitator,Khandwa,Q70,70.1,81.0,83.0,97.59
CLSS,Facilitator,Khandwa,Q70,70.2,2.0,83.0,2.41
CLSS,Facilitator,Khargone,Q70,70.1,104.0,111.0,93.69
CLSS,Facilitator,Khargone,Q70,70.2,7.0,111.0,6.31
CLSS,Facilitator,Mandla,Q70,70.1,104.0,112.0,92.86
CLSS,Facilitator,Mandla,Q70,70.2,8.0,112.0,7.14
CLSS,Facilitator,Mandsaur,Q70,70.1,88.0,95.0,92.63
CLSS,Facilitator,Mandsaur,Q70,70.2,7.0,95.0,7.37
CLSS,Facilitator,Morena,Q70,70.1,112.0,115.0,97.39
CLSS,Facilitator,Morena,Q70,70.2,3.0,115.0,2.61
CLSS,Facilitator,Narmadapuram,Q70,70.1,78.0,85.0,91.76
CLSS,Facilitator,Narmadapuram,Q70,70.2,7.0,85.0,8.24
CLSS,Facilitator,Narsinghpur,Q70,70.1,85.0,87.0,97.7
CLSS,Facilitator,Narsinghpur,Q70,70.2,2.0,87.0,2.3
CLSS,Facilitator,Neemuch,Q70,70.1,51.0,55.0,92.73
CLSS,Facilitator,Neemuch,Q70,70.2,4.0,55.0,7.27
CLSS,Facilitator,Niwari,Q70,70.1,34.0,37.0,91.89
